	qid	rid	q_sen	r_sen	label
3684	1031	0	这个小区的小学和中学是啥	您好，这套房子是我维护和带看过，比较熟悉房子的情况和业主的情况，请问有什么能为您解答的吗？	0
3685	1031	1	这个小区的小学和中学是啥	小学是上南二村小学，中学是洪山中学	1
3686	1031	2	这个小区的小学和中学是啥	小学是区重点	0
3687	1032	0	13楼这个有大税么	不满二有大税	1
3688	1032	1	13楼这个有大税么	但三月份就满二年了	0
3689	1032	2	13楼这个有大税么	房主配合满二过户	0
3690	1032	3	13楼这个有大税么	这套4月份满二	0
3691	1033	0	初中呢？	高新实验初中	1
3692	1033	1	初中呢？	或者考天府石室中学	1
3693	1033	2	初中呢？	是的	0
3694	1034	0	那如何交易？	按揭的先给订金	1
3695	1034	1	那如何交易？	然后证下来了再过户	1
3696	1034	2	那如何交易？	全款的话做公正	1
3697	1034	3	那如何交易？	按揭是要先给定金的	1
3698	1034	4	那如何交易？	您看您方便可以先看一下房子，这个房子的户型比较好，小区的环境也好，绿化充足，小区门口就有公交站	0
3699	1035	0	他带家具吗？	除了自己的东西，基本都带	1
3700	1035	1	他带家具吗？	同户型还有17层，6层，23层等，在售较多	0
3701	1035	2	他带家具吗？	嗯嗯，您比较中意什么楼层	0
3702	1035	3	他带家具吗？	这三套分别是23层，6层，5层的	0
3703	1035	4	他带家具吗？	这套是17层的，还有刚才那套23层的	0
3704	1036	0	带什么学校学位	您好，不好意思，刚刚在外面	0
3705	1036	1	带什么学校学位	润府这边带的是南外科华的学区	1
3706	1036	2	带什么学校学位	您好，请问您这边主要考虑学区吗？	0
3707	1037	0	什么小区，对应学校呢	展览路片区	1
3708	1037	1	什么小区，对应学校呢	建筑大学附近	1
3709	1037	2	什么小区，对应学校呢	留个电话吧	0
3710	1038	0	这个房子是哪个学校啊	那你先看看房子啊	0
3711	1038	1	这个房子是哪个学校啊	吉大尚德	0
3712	1038	2	这个房子是哪个学校啊	在恒大绿洲	0
3713	1039	0	您好，我正在看绿城水晶蓝湾的房子	需要购房资格	0
3714	1039	1	您好，我正在看绿城水晶蓝湾的房子	这个是65年住宅 	0
3715	1039	2	您好，我正在看绿城水晶蓝湾的房子	您单身还是已婚  名下几套	0
3716	1039	3	您好，我正在看绿城水晶蓝湾的房子	操作不了唉 	0
3717	1039	4	您好，我正在看绿城水晶蓝湾的房子	您限购了	0
3718	1040	0	能找上看看房子吗	交通也很方便，下高速就到了	0
3719	1040	1	能找上看看房子吗	可以啊	1
3720	1040	2	能找上看看房子吗	那您稍等	0
3721	1041	0	看房方便吗？	里面是租户，看房需要提前预约。	1
3722	1041	1	看房方便吗？	您是换房吗？	0
3723	1041	2	看房方便吗？	您什么时间方便过来看房？	0
3724	1042	0	看房方便吗	方便	1
3725	1042	1	看房方便吗	4层	0
3726	1042	2	看房方便吗	这个需要跟业主谈	0
3727	1043	0	能给我介绍下吗	您考虑那个房子，	0
3728	1043	1	能给我介绍下吗	有个三室的挺合适的，	0
3729	1043	2	能给我介绍下吗	有钥匙，您有时间，可以实地看看，	0
3730	1043	3	能给我介绍下吗	哦哦	0
3731	1043	4	能给我介绍下吗	您方便可以带您vr看	0
3732	1044	0	您好，我想咨询爱宜苑小区	那套房子是一个单间，地铁口，	0
3733	1044	1	您好，我想咨询爱宜苑小区	投资和一两个人比较适合	0
3734	1044	2	您好，我想咨询爱宜苑小区	是的	0
3735	1044	3	您好，我想咨询爱宜苑小区	就是一个酒店里面的一个单间一样的，有卫生间	0
3736	1044	4	您好，我想咨询爱宜苑小区	大产权啊，有产权证的	0
3737	1045	0	方便看房吗	有可以看房的	1
3738	1045	1	方便看房吗	您明天上午还是下午约您	0
3739	1045	2	方便看房吗	有的，我给您发房源	0
3740	1046	0	能看吗？	可以看的	1
3741	1046	1	能看吗？	不高了	0
3742	1046	2	能看吗？	我这有套兴盛里的。价格特别便宜	0
3743	1047	0	你好，对口什么小学？	您好，贵姓	0
3744	1047	1	你好，对口什么小学？	对口汉铁小学	1
3745	1047	2	你好，对口什么小学？	就在东立国际小区旁边	0
3746	1048	0	可以看房吗，	可以的，可以实地看房	1
3747	1048	1	可以看房吗，	比较方便	0
3748	1048	2	可以看房吗，	您什么时间方便，	0
3749	1049	0	中间户	明白啦	0
3750	1049	1	中间户	这套房子在14楼，总楼层18层	0
3751	1049	2	中间户	1单元	0
3752	1050	0	家电一起的吗？	对，一起卖的	1
3753	1050	1	家电一起的吗？	小区还有一套同户型的到时候您可以一块儿看看	0
3754	1050	2	家电一起的吗？	方便的话您可以留个微信或电话，要过来看房可以微信给我说一声就行了，我也可以帮您再看看有没有其他比较适合您的房子	0
3755	1050	3	家电一起的吗？	楼层很好的在12楼	0
3756	1050	4	家电一起的吗？	总高18楼	0
3757	1051	0	反正聊上了，你了解那380 的房子吗	您说的是这套吗	0
3758	1051	1	反正聊上了，你了解那380 的房子吗	这套房子业主之前降价30万，现在价格浮动的不多了?	1
3759	1051	2	反正聊上了，你了解那380 的房子吗	业主移民，需要户口留存三年	1
3760	1051	3	反正聊上了，你了解那380 的房子吗	您看还有什么想要了解的吗	0
3761	1051	4	反正聊上了，你了解那380 的房子吗	几乎没什么空间了	0
3762	1052	0	还有空间？	嗯，价格可以谈的	1
3763	1052	1	还有空间？	也不一定	0
3764	1052	2	还有空间？	1个点个税	0
3765	1053	0	19楼税费多少钱？	您看一下这种户型，恒大小三房一共这两种 两梯四户，中间两户超南 边户朝北	0
3766	1053	1	19楼税费多少钱？	这个房子是新上的，目前报价162万，这个价位也符合市场价。	0
3767	1053	2	19楼税费多少钱？	可以聊	0
3768	1053	3	19楼税费多少钱？	先看看房子吧	0
3769	1053	4	19楼税费多少钱？	新上房源，我跟业主确认一下税费。您大概什么时间有空？	0
3770	1054	0	看到方便吗	可以	1
3771	1054	1	看到方便吗	我线上带你先看看吧	1
3772	1054	2	看到方便吗	您好，您之前咨询的房源近七日被带看6次，比较抢手，您今天有时间去看看吗？	0
3773	1055	0	小学是什么学校？	采沐	0
3774	1055	1	小学是什么学校？	学区都挺好的	0
3775	1055	2	小学是什么学校？	看中房子能谈价的	0
3776	1056	0	您好，我正在看家悦花园的房子	请问您是考虑购买还是出售	0
3777	1056	1	您好，我正在看家悦花园的房子	您考虑几房	1
3778	1056	2	您好，我正在看家悦花园的房子	好的	0
3779	1056	3	您好，我正在看家悦花园的房子	我带您vr看一套	0
3780	1057	0	装修了吗	在的	0
3781	1057	1	装修了吗	没有呢	1
3782	1057	2	装修了吗	二期都没有	0
3783	1058	0	还能谈吗	可以的	1
3784	1058	1	还能谈吗	您想把总房款控制在多少？	0
3785	1058	2	还能谈吗	这个价格估计房东接受不了	0
3786	1059	0	可以看下嘛	嗯嗯，可以的。	1
3787	1059	1	可以看下嘛	你好，	0
3788	1059	2	可以看下嘛	这个房子性价比还不错那	0
3789	1060	0	这个可以上哪个学校？	小学是家纺城小学。	1
3790	1060	1	这个可以上哪个学校？	你觉得呢！ 离的远啊 你要去上我也不能拦着你呀😂😂	0
3791	1060	2	这个可以上哪个学校？	都可以上的	0
3792	1061	0	你什么时候有空，带我看看这套房子	您什么时间有空？随时都可以看	1
3793	1061	1	你什么时候有空，带我看看这套房子	😁	0
3794	1061	2	你什么时候有空，带我看看这套房子	好的呢	0
3795	1062	0	能贷款吗	贷款要看您得征信	1
3796	1062	1	能贷款吗	征信没有问题，都能贷款	1
3797	1062	2	能贷款吗	能买，只要您征信没有问题就可以贷款	0
3798	1062	3	能贷款吗	您留个电话可以吗？我得打电话核实，一会回复您，这里有时候收不到消息	0
3799	1062	4	能贷款吗	您点同意，我加您微信	0
3800	1063	0	是不是还能便宜呢	这个楼，整体改造完了	0
3801	1063	1	是不是还能便宜呢	现在很不错	0
3802	1063	2	是不是还能便宜呢	可以	0
3803	1064	0	房东低价你知道哇	您发我下看看	0
3804	1064	1	房东低价你知道哇	哪几套	0
3805	1064	2	房东低价你知道哇	这套底价对吧	0
3806	1065	0	35平最低多少钱？	500	1
3807	1065	1	35平最低多少钱？	华富加莲花北	0
3808	1065	2	35平最低多少钱？	学位不错，总价低	0
3809	1066	0	价格能谈吗	138万就能卖	1
3810	1066	1	价格能谈吗	看房方便	0
3811	1066	2	价格能谈吗	卖家基本不出	0
3812	1067	0	您好，请问这个房子周边有哪些学校？	我跟她谈谈看。	0
3813	1067	1	您好，请问这个房子周边有哪些学校？	您的电话多少？我明天谈好给你答复	0
3814	1067	2	您好，请问这个房子周边有哪些学校？	因为今晚这么晚了，也不好跟她说	0
3815	1067	3	您好，请问这个房子周边有哪些学校？	?，您贵姓	0
3816	1067	4	您好，请问这个房子周边有哪些学校？	OK。你通过一下吧	0
3817	1068	0	房产证还没有下吗	有学区	0
3818	1068	1	房产证还没有下吗	距离小区很近	0
3819	1068	2	房产证还没有下吗	高新第十二小学和西安市52中以及高新第四完全中学	0
3820	1068	3	房产证还没有下吗	您是想看个什么样的房子呢	0
3821	1069	0	能看房子不	我们的贝壳黑科技vr看房	1
3822	1069	1	能看房子不	我发一个链接，你点进去我给你讲解	0
3823	1070	0	这房能看嘛	这房5号看过	0
3824	1070	1	这房能看嘛	您今天看吗？	1
3825	1070	2	这房能看嘛	我得和租户预约一下	1
3826	1071	0	这个房子是几期啊？是不是一期？	这间是一楼的房子，有个大约40平的露台可以自己使用的	0
3827	1071	1	这个房子是几期啊？是不是一期？	是的，一期的房子	1
3828	1071	2	这个房子是几期啊？是不是一期？	露台70平左右的，刚才打错字了	0
3829	1071	3	这个房子是几期啊？是不是一期？	?	0
3830	1071	4	这个房子是几期啊？是不是一期？	房子阳台是看小区内的	0
3831	1072	0	您好，请问这个房子周边有哪些学校？	嗯	0
3832	1072	1	您好，请问这个房子周边有哪些学校？	简单装修	0
3833	1072	2	您好，请问这个房子周边有哪些学校？	出租了	0
3834	1072	3	您好，请问这个房子周边有哪些学校？	不着急	0
3835	1072	4	您好，请问这个房子周边有哪些学校？	1期的不考虑吗？	0
3836	1073	0	可以看下吗	您好	0
3837	1073	1	可以看下吗	在的	0
3838	1074	0	什么时候能够看房呢？	都可以看房	1
3839	1074	1	什么时候能够看房呢？	好的我微信和您沟通	0
3840	1074	2	什么时候能够看房呢？	今天可以看房	0
3841	1075	0	这小区如何？	小区集中供暖	1
3842	1075	1	这小区如何？	您这边什么时候	0
3843	1075	2	这小区如何？	有时间	0
3844	1075	3	这小区如何？	可以带您看一下	0
3845	1075	4	这小区如何？	还可以谈一点，您这边看中了我再去争取啊	0
3846	1076	0	你好   这个房子怎么样	6日没有二手房	0
3847	1076	1	你好   这个房子怎么样	你是考虑二手还是期房？	0
3848	1076	2	你好   这个房子怎么样	我是综合经纪人。	0
3849	1076	3	你好   这个房子怎么样	温泉山谷六期我们不做。但是太平我们有	0
3850	1076	4	你好   这个房子怎么样	安宁我们还有东湖世家在卖，133.142.160炖，200多平米。	0
3851	1077	0	现在可以看？	您好	0
3852	1077	1	现在可以看？	可以看	1
3853	1077	2	现在可以看？	您什么时候看房子呢	0
3854	1078	0	可以看吗	这套租出去了 下个月到期可以看了	1
3855	1078	1	可以看吗	您之前关注的1370那套性价比也不错啊，还带个产权车位，这套可以看的呀	0
3856	1078	2	可以看吗	这套您要看一下吗？	0
3857	1079	0	能少不	贝壳平台都这样，有的房子不能发链接，给您截图吧，您微信多少，我发您微信里	0
3858	1079	1	能少不	加微信说吧	0
3859	1079	2	能少不	这个平台都这样，不认中介费没法进行下一步合作的	0
3860	1080	0	现在有得看吗	您好	0
3861	1080	1	现在有得看吗	这套房子需要提前约，才能看的到	1
3862	1080	2	现在有得看吗	方便留个您的电话吗？	0
3863	1081	0	请问这套房有增值税吗	没有增值税哦	1
3864	1081	1	请问这套房有增值税吗	满了两年的	1
3865	1081	2	请问这套房有增值税吗	嗯	0
3866	1081	3	请问这套房有增值税吗	您看看这个套三怎么样呢	0
3867	1082	0	这个是什么学区	小学是杭州市卖鱼桥小学文津校区。	1
3868	1082	1	这个是什么学区	中学是文晖中学。	1
3869	1082	2	这个是什么学区	大概总价想控制在多少，装修有没要求。	0
3870	1083	0	明天可以看吗？	都看一下吗，还是只看芳园南里西区那套呢	0
3871	1083	1	明天可以看吗？	好的，几点呢，我需要提前预约	1
3872	1083	2	明天可以看吗？	还有哈，芳园南里西区那套一居室6月份满两年，原值150万，不太适合多贷款	0
3873	1084	0	哪儿	华宇天府花城的	0
3874	1084	1	哪儿	我带您看看吧	0
3875	1085	0	家具都打包么	?	0
3876	1085	1	家具都打包么	家居家电还是要看价格	1
3877	1085	2	家具都打包么	目前这个价格，是要带走电器的，客厅那个空调快两万了，我看着都馋，带摄像头的	1
3878	1085	3	家具都打包么	意思就是蛮高级的	0
3879	1085	4	家具都打包么	哈哈	0
3880	1086	0	三期？	是2期	1
3881	1086	1	三期？	三期没有大户型的	0
3882	1086	2	三期？	这个价格还能再谈一点，房东定新房，着急的不得了	0
3883	1086	3	三期？	?性价比很高的，是80幢	0
3884	1086	4	三期？	中间户，不靠高架	0
3885	1087	0	这边房价有优惠吗？	具体看您选择的楼层。	0
3886	1087	1	这边房价有优惠吗？	都是一房一价。	0
3887	1088	0	最低多少	对，价格您得先看房子	1
3888	1088	1	最低多少	有商量	1
3889	1088	2	最低多少	价格浮动不大	1
3890	1089	0	有大税吗	价格挺合适的	0
3891	1089	1	有大税吗	有大税呢	1
3892	1089	2	有大税吗	您稍等	0
3893	1089	3	有大税吗	小学是七小，中学是九中	0
3894	1089	4	有大税吗	学区不错呢	0
3895	1090	0	我想看一下这套房子，方便吗？	可以的	1
3896	1090	1	我想看一下这套房子，方便吗？	稍等一呀	0
3897	1090	2	我想看一下这套房子，方便吗？	👌	0
3898	1091	0	这套是边套吗	不是的，是中间套户型	1
3899	1091	1	这套是边套吗	您好，您之前咨询的房源近七日有6人也咨询过此房，您有时间去看看吗	0
3900	1092	0	您好，请问这个房子周边有哪些学校	新房您只需要承担您自己的契税	0
3901	1092	1	您好，请问这个房子周边有哪些学校	性价比非常高喔	0
3902	1092	2	您好，请问这个房子周边有哪些学校	这是户型图您可以看下	0
3903	1092	3	您好，请问这个房子周边有哪些学校	带一个大露台	0
3904	1093	0	有房子看嘛	你好	0
3905	1093	1	有房子看嘛	你好	0
3906	1093	2	有房子看嘛	你好	0
3907	1094	0	中户的户型怎么样都是朝南的吗？	对，全是朝阳的，不是南北通透的	1
3908	1094	1	中户的户型怎么样都是朝南的吗？	稍等一下，可以加微信吗？	0
3909	1094	2	中户的户型怎么样都是朝南的吗？	您给我发一下你电话	0
3910	1094	3	中户的户型怎么样都是朝南的吗？	平米大了总价就高了	0
3911	1094	4	中户的户型怎么样都是朝南的吗？	南北通透的户型都110以上了	0
3912	1095	0	是不是靠河边的	一期是1800弄，在小区的南边	0
3913	1095	1	是不是靠河边的	对	0
3914	1095	2	是不是靠河边的	房子是总高6楼的2楼	0
3915	1096	0	能贷款吗？	可以贷款	1
3916	1096	1	能贷款吗？	可以没问题	0
3917	1096	2	能贷款吗？	嗯嗯是的	0
3918	1096	3	能贷款吗？	您可以先看看房子	0
3919	1096	4	能贷款吗？	您明天有时间吗	0
3920	1097	0	此户型介绍未满两年有增质税	在的，亲	0
3921	1097	1	此户型介绍未满两年有增质税	这个房子在3单元	0
3922	1097	2	此户型介绍未满两年有增质税	对的，三期都还有增值税	0
3923	1098	0	什么时候能够看房呢？	你什么时候方便都可以	1
3924	1098	1	什么时候能够看房呢？	管	0
3925	1098	2	什么时候能够看房呢？	您好	0
3926	1099	0	潞苑是不是没什么好的小学？	这两套您看看	0
3927	1099	1	潞苑是不是没什么好的小学？	是的	0
3928	1099	2	潞苑是不是没什么好的小学？	学校都在我们这边呢	0
3929	1100	0	这边的客户是不是首套，公积金的多？	看好可以商量	0
3930	1100	1	这边的客户是不是首套，公积金的多？	毛坯的您考虑吗	0
3931	1100	2	这边的客户是不是首套，公积金的多？	您是第几套贷	0
3932	1100	3	这边的客户是不是首套，公积金的多？	首付89万	0
3933	1100	4	这边的客户是不是首套，公积金的多？	贷款116万	0
3934	1101	0	什么时候能够看房呢？	在吗	0
3935	1101	1	什么时候能够看房呢？	带您看个大平层吧	0
3936	1101	2	什么时候能够看房呢？	总价空置多少啊	0
3937	1102	0	毛坯呢	也有	0
3938	1102	1	毛坯呢	有的	0
3939	1102	2	毛坯呢	为了方便联系，可否加个微信呢，PHONE，我电话微信，我不骚扰你。	0
3940	1102	3	毛坯呢	我发你微信	0
3941	1102	4	毛坯呢	照片	0
3942	1103	0	您好，请问这个房子周边有哪些学校？	这附近主要是玉带山轻轨站旁边的字水中学	1
3943	1103	1	您好，请问这个房子周边有哪些学校？	然后玉带山小学	1
3944	1103	2	您好，请问这个房子周边有哪些学校？	这两个学校还是非常不错的	0
3945	1103	3	您好，请问这个房子周边有哪些学校？	老师您这边觉得怎么样呢？	0
3946	1103	4	您好，请问这个房子周边有哪些学校？	这三套房源也是南桥寺的房源	0
3947	1104	0	什么时候能够看房呢？	您这边想看那里的？	0
3948	1104	1	什么时候能够看房呢？	你好	0
3949	1105	0	这是二期的吗	三期的 	1
3950	1105	1	这是二期的吗	有的是后期收购过来的 	0
3951	1105	2	这是二期的吗	也就几栋 	0
3952	1105	3	这是二期的吗	二期在右手边 三期在左手边 	0
3953	1106	0	哪里的	这个	0
3954	1106	1	哪里的	房子有的	0
3955	1106	2	哪里的	看下这套	0
3956	1107	0	能看房嗎	可以，但要提前约	1
3957	1107	1	能看房嗎	您哪时要？我好提前约业主安排时间	0
3958	1107	2	能看房嗎	目前要看的话，我这边约下业主	0
3959	1108	0	精装修呢	前几天	0
3960	1108	1	精装修呢	有一套94平95万成交	0
3961	1108	2	精装修呢	装修的	1
3962	1108	3	精装修呢	方便留个号码哈	0
3963	1108	4	精装修呢	我们是四季金辉二期的德佑店哈，您有空可以来坐坐，	0
3964	1109	0	是什么户型	你有去看过这个小区的房源是嘛	0
3965	1109	1	是什么户型	有看过嘛	0
3966	1109	2	是什么户型	周边合适的可以约您这边看一下哈	0
3967	1109	3	是什么户型	考虑的总价在多少左右呢	0
3968	1110	0	在哪	也还没开盘	0
3969	1110	1	在哪	彭刘杨路	1
3970	1110	2	在哪	您好	0
3971	1111	0	什么时候能够看房呢？	恩	0
3972	1111	1	什么时候能够看房呢？	嗯	0
3973	1111	2	什么时候能够看房呢？	嗯	0
3974	1112	0	什么时候能够看房呢？	随时	1
3975	1112	1	什么时候能够看房呢？	你好	0
3976	1112	2	什么时候能够看房呢？	您好，您发的房子还在的，链家所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
3977	1113	0	中学呢	中学是派位的，稍等我编辑一下发给您	1
3978	1113	1	中学呢	人大附中二分，八一，十九中，中关村中学，中关村知春路校区	1
3979	1113	2	中学呢	人大附这边有落户年限要求，去年是3年零8个月	0
3980	1114	0	这套房源价格还有优惠空间吗？	可以谈	1
3981	1114	1	这套房源价格还有优惠空间吗？	您好	0
3982	1114	2	这套房源价格还有优惠空间吗？	您好，您之前咨询的房源户型很优质，您有时间去看看吗？	0
3983	1115	0	你好 这边小区是什么中学	天荣中学	1
3984	1115	1	你好 这边小区是什么中学	体育西路小学	0
3985	1115	2	你好 这边小区是什么中学	您考虑哪个学校？	0
3986	1116	0	那橄榄树的业主价格还能谈吗？我看到最近房价一直在掉	价格还可以谈谈	1
3987	1116	1	那橄榄树的业主价格还能谈吗？我看到最近房价一直在掉	最近经济不太好都	0
3988	1116	2	那橄榄树的业主价格还能谈吗？我看到最近房价一直在掉	房主做地板生意的	0
3989	1117	0	对口啥学校	您好	0
3990	1117	1	对口啥学校	这套房子对口闸北实验小学，您有了解吗，我可以带您实地看一下	1
3991	1117	2	对口啥学校	您留个联系方式吧，我们沟通方便一些，闸北这边我都非常熟悉，确信一定能为您找到合适的房子，您放心，不会多打扰您的😁	0
3992	1118	0	您好，请问这套房子的底价是多少？	你好	0
3993	1118	1	您好，请问这套房子的底价是多少？	您好，您之前咨询的房源近七日有162人也看过，您有时间去看看吗？	0
3994	1119	0	可以看房吗	什么时候看，我要提前预约。	1
3995	1119	1	可以看房吗	好的👌🏾我这边确定下时间给你说，你电话多少？我加下你微信，确定好给你说。	0
3996	1119	2	可以看房吗	下午4点半，这个时间可以吗？	0
3997	1120	0	房主价格还能谈么	能谈	1
3998	1120	1	房主价格还能谈么	多大面积	0
3999	1120	2	房主价格还能谈么	几楼	0
4000	1121	0	上小学是哪里	天津市南开区水上小学仁爱校区。	1
4001	1121	1	上小学是哪里	是	0
4002	1121	2	上小学是哪里	这边属于南开南片	0
4003	1122	0	你给我发的这个房子是精装修吧	是电梯洋房一梯一户   雍和府在售洋房很少   其他的园区您考虑吗	0
4004	1122	1	你给我发的这个房子是精装修吧	洋房都是清水	0
4005	1122	2	你给我发的这个房子是精装修吧	方便的话  留个电话  加个微信  我这边在开高速  打字不是很方便  咱们加上微信   我多给您找几套  您参考着看	0
4006	1123	0	在哪里	😁	0
4007	1123	1	在哪里	等哈，有客户。	0
4008	1123	2	在哪里	有空，	0
4009	1124	0	满几年？	两梯4户，也相当于是1梯2户	0
4010	1124	1	满几年？	1号楼是前排的	0
4011	1124	2	满几年？	是的	0
4012	1124	3	满几年？	还好	0
4013	1124	4	满几年？	不是太吵	0
4014	1125	0	您好，我想咨询金河谷四期小区	您是多大面积的？	0
4015	1125	1	您好，我想咨询金河谷四期小区	我给你们预估一下	0
4016	1125	2	您好，我想咨询金河谷四期小区	对中庭还是对外面的呢	0
4017	1125	3	您好，我想咨询金河谷四期小区	好的 马上加您	0
4018	1125	4	您好，我想咨询金河谷四期小区	加您了	0
4019	1126	0	该小区的小学学位是哪个？	您好	0
4020	1126	1	该小区的小学学位是哪个？	房子在9楼，采光很好	0
4021	1126	2	该小区的小学学位是哪个？	您要看房子吗	0
4022	1127	0	不是边户吧	是个边户	1
4023	1127	1	不是边户吧	最南边	1
4024	1127	2	不是边户吧	前面也是路	0
4025	1128	0	什么时候能够看房呢？	随时可以看的	1
4026	1128	1	什么时候能够看房呢？	您什么时候有空呢	1
4027	1128	2	什么时候能够看房呢？	您好	0
4028	1129	0	紫园那套最低多少	您是说4楼带电梯那套吗	0
4029	1129	1	紫园那套最低多少	是4楼也带电梯	0
4030	1129	2	紫园那套最低多少	嗯嗯	0
4031	1130	0	带家具吗	带家具	1
4032	1130	1	带家具吗	2楼带露台的	0
4033	1130	2	带家具吗	这套很特殊层高3.4米以上	0
4034	1130	3	带家具吗	无遮挡	0
4035	1130	4	带家具吗	您需要120平左右是吗	0
4036	1131	0	您好，请问这个房子周边有哪些学校？	幼儿园公立的读，红瓦幼儿园	1
4037	1131	1	您好，请问这个房子周边有哪些学校？	离小区两公里多	0
4038	1131	2	您好，请问这个房子周边有哪些学校？	美城云庭属于双流	0
4039	1131	3	您好，请问这个房子周边有哪些学校？	请问你是要找学区房吗？	0
4040	1131	4	您好，请问这个房子周边有哪些学校？	这套房子，有钥匙，很方便带看	0
4041	1132	0	您好，请问这套房子的周边配套有哪些？	直接去开发商那里更名	0
4042	1132	1	您好，请问这套房子的周边配套有哪些？	购房成功以后，购房合同上面的名字就是您的了	0
4043	1132	2	您好，请问这套房子的周边配套有哪些？	不能分期付款啊	0
4044	1132	3	您好，请问这套房子的周边配套有哪些？	业主定的啊	0
4045	1132	4	您好，请问这套房子的周边配套有哪些？	明白	0
4046	1133	0	有谈的空间吗	价格可以谈的，房子看房方便，我和业主很熟悉，您可以先过来看房，房子合适了，我尽力帮您谈	1
4047	1133	1	有谈的空间吗	您好	0
4048	1133	2	有谈的空间吗	价格您能出到多少？	0
4049	1134	0	有房产证吗	感谢您的咨询，我是德佑中海城店经纪人NAME，电话PHONE，微信同号， 随时为您服务。	0
4050	1134	1	有房产证吗	有的	1
4051	1134	2	有房产证吗	要提前联系业主	0
4052	1134	3	有房产证吗	您看您这边方便留个联系方式吗？如果房子有什么变动，我也好及时通知您	0
4053	1134	4	有房产证吗	我联系好了业主给您说	0
4054	1135	0	没有，证件齐全吗	房产证在银行呢	1
4055	1135	1	没有，证件齐全吗	二手房的首付都是30%	0
4056	1135	2	没有，证件齐全吗	你这边是首套房吗？	0
4057	1135	3	没有，证件齐全吗	你看看你这边方便留个电话吗？我帮你找找性价比高的	0
4058	1135	4	没有，证件齐全吗	你看看这几套	0
4059	1136	0	是不是靠近小区主路	不靠路	1
4060	1136	1	是不是靠近小区主路	小区中心位置	1
4061	1136	2	是不是靠近小区主路	对	0
4062	1137	0	这个房子能看吗	现在看不了	1
4063	1137	1	这个房子能看吗	里面有租户	0
4064	1137	2	这个房子能看吗	带上	0
4065	1138	0	这房在小区什么位置？	看小区里的	0
4066	1138	1	这房在小区什么位置？	靠近小区路边	1
4067	1138	2	这房在小区什么位置？	44	0
4068	1139	0	还不能看房？	不能	1
4069	1139	1	还不能看房？	后天	0
4070	1139	2	还不能看房？	嗯	0
4071	1140	0	可以看房吗？	这个房子还在的	0
4072	1140	1	可以看房吗？	随时可以看房	1
4073	1140	2	可以看房吗？	没有声音呢	0
4074	1141	0	您好，请问这个房子周边有哪些学校	房子是联排别墅边套，送200左右平米花园，南进门，南客厅，南主卧，南露台的房子，您有时间实地看看房吗？	0
4075	1141	1	您好，请问这个房子周边有哪些学校	对口幼儿园是小风车广洋新景幼儿园，对口小学是浦东新区进才实验小学，对口中学是上海市进才实验中学	1
4076	1141	2	您好，请问这个房子周边有哪些学校	周边有很国际学校，上海耀中国际学校，平和双语学校，协和国际学校，德威学校等	1
4077	1142	0	这是几栋？采光怎么样？	老师您这边是考虑几期的呢？	0
4078	1142	1	这是几栋？采光怎么样？	我再看看这是几期的	0
4079	1142	2	这是几栋？采光怎么样？	老师也这边就考虑一期的两房对吧？	0
4080	1142	3	这是几栋？采光怎么样？	老师，我刚确认我一下那套确实是三期的，我这边离山水城那边有点远，所以搞错了，这套是一期	0
4081	1142	4	这是几栋？采光怎么样？	您这边是考虑一期的两房呢？	0
4082	1143	0	什么时候可以看房	一房改的两房单位呢	0
4083	1143	1	什么时候可以看房	您看您什么时间比较方便呢？	1
4084	1143	2	什么时候可以看房	或者这套就比较方便看房呢。有钥匙的，相同户型	0
4085	1144	0	家电没有什么	链家网上挂的房子，已经经过好审核了，你可以放心大胆的买	0
4086	1144	1	家电没有什么	链家还有12发安心承诺，出了问题，链家包赔的	0
4087	1144	2	家电没有什么	还有这两套，性价比都很高	0
4088	1144	3	家电没有什么	有没有兴趣过来看一下	0
4089	1144	4	家电没有什么	我提前约一下房东	0
4090	1145	0	你好，明天方便看房吗	你好，方便的	1
4091	1145	1	你好，明天方便看房吗	你好	0
4092	1145	2	你好，明天方便看房吗	方便的	0
4093	1146	0	2楼左右的单价怎么样？	看装修，要是也是这种南北通厅通卧的户型，老式装修单价得8200左右，装修好点的得8500左右	1
4094	1146	1	2楼左右的单价怎么样？	您这是第几套房	0
4095	1146	2	2楼左右的单价怎么样？	首套90平以内是1%，90平以上是1.5%	0
4096	1146	3	2楼左右的单价怎么样？	佣金是1.2	0
4097	1146	4	2楼左右的单价怎么样？	您加我微信了吗	0
4098	1147	0	这个房子可以看吗？	可以的	1
4099	1147	1	这个房子可以看吗？	有钥匙	0
4100	1147	2	这个房子可以看吗？	但是是包租房，可以看看同户型的	0
4101	1148	0	您好，我想咨询武汉科技大学宿舍小区	一个带电梯的，一个没带电梯的。	0
4102	1148	1	您好，我想咨询武汉科技大学宿舍小区	哦哦，也有的	0
4103	1148	2	您好，我想咨询武汉科技大学宿舍小区	总共有12套房源在出租	0
4104	1148	3	您好，我想咨询武汉科技大学宿舍小区	两室3室都有	0
4105	1148	4	您好，我想咨询武汉科技大学宿舍小区	租不了	0
4106	1149	0	房间内家具这些房东都搬走了吗	因为要看公积金中心款项充足不	0
4107	1149	1	房间内家具这些房东都搬走了吗	金中心余额不足，放款就很慢。	0
